stake,capacity_gb,utilization_gb,node_age_days,uptime_pct,avg_latency,post_success_rate,proof_misses,slashing_count,utilization_ratio,stake_per_gb,risk_score,event_success_rate,event_avg_latency,region_Asia-Pacific,region_EU-Central,region_EU-West,region_South-America,region_US-East,region_US-West,region_Unknown,is_failed,reliability_tier,provider_id
86002.4,3004,0,45,0.99,143.13,0.97,0,0,0.0,28.62929427430093,1.5000000000000013,1.0,148.53857142857143,False,False,False,True,False,False,False,False,platinum,0x0dd37fed676f367e3d409b6877c263c76f049bc8
2775.25,2433,0,30,0.9444,134.22,0.85,1,0,0.0,1.1406699547883272,9.668,0.8333333333333334,131.65666666666667,False,False,False,False,False,True,False,True,platinum,0x773ec16242d11f3f69544a4c23adab342f24833d
8776.23,3150,24,61,0.9345,129.7,0.85,0,0,0.007619047619047619,2.786104761904762,7.965000000000001,1.0,131.40875,False,True,False,False,False,False,False,False,platinum,0x7aedcaa33c64f206387617604c284fee42cdcf28
9418.61,3481,85,5,0.9425,122.13,0.97,0,0,0.024418270611893136,2.705719620798621,2.9250000000000007,1.0,117.83250000000001,True,False,False,False,False,False,False,False,platinum,0x6195406edf18fe4d8ae00dd2faf2de42a09356f5
5688.03,3193,90,50,0.6174,512.48,0.8,0,0,0.028186658315064204,1.7814062010648293,19.478,1.0,468.97333333333336,False,False,False,False,True,False,False,False,gold,0xbff124d3500d7e8ce9dc64b9f83376762ac8b0c2
805.95,2813,0,27,0.9573,52.44,0.99,0,0,0.0,0.2865090650551013,1.6809999999999992,1.0,44.87,False,False,True,False,False,False,False,False,platinum,0x5e21700b56d863997cbc13d0336e53aab4d2a81a
500.0,1012,15,5,0.9207,298.43,0.7,1,0,0.014822134387351778,0.49407114624505927,16.379000000000005,0.8333333333333334,294.9216666666667,False,False,False,False,True,False,False,True,gold,0x64a736ceb8a850c29bd81ac5e542b1ec4c95bd45
7169.43,1104,0,26,0.952,90.94,0.85,0,0,0.0,6.494048913043478,7.440000000000002,1.0,93.815,True,False,False,False,False,False,False,False,platinum,0xb4ea382cd46f414d6a1313a04b082ea6fac8ea37
757.68,4361,194,82,0.9028,121.67,0.85,1,0,0.04448520981426279,0.17373996789727125,10.916,0.8571428571428571,122.49142857142859,False,False,True,False,False,False,False,False,gold,0x39c2630bbeee187750ee7eaa4a5dd910ab41a1a3
1403.46,5162,0,65,0.5788,3373.53,0.5759,2,0,0.0,0.2718829910887253,33.6,0.5,1501.9675,False,False,False,False,True,False,False,True,silver,0x993f0cbbbca88c3b4d9f7115bf55c27846d7cea5
8642.61,659,22,36,0.8952,182.3,0.9,0,0,0.03338391502276176,13.114734446130502,7.143999999999999,1.0,176.01999999999998,False,True,False,False,False,False,False,False,platinum,0x551f2db5ac03e66659a5f5daf9287dd8b02be301
7720.54,159,0,9,0.8987,135.24,0.8905,0,0,0.0,48.55685534591195,7.4190000000000005,1.0,142.76666666666668,False,True,False,False,False,False,False,False,platinum,0x097a4b9d2c9f5abb111f6b0d7863be80b8cebc2a
2922.45,3834,180,5,0.6024,328.49,0.6412,2,0,0.046948356807511735,0.7622456964006259,30.28,0.6666666666666666,301.7183333333333,False,False,True,False,False,False,False,True,silver,0x9189c2342af850374dfdbaf7acdc2f71f31670e3
500.0,2154,7,72,0.984,52.32,0.99,0,0,0.0032497678737233053,0.23212627669452182,0.8800000000000008,1.0,55.52,False,False,False,True,False,False,False,False,platinum,0x776dca829fca508ddb2cf27bb3e1fb28162d4edc
47514.85,1775,0,16,0.9827,96.6,0.97,0,0,0.0,26.76892957746479,1.7190000000000005,1.0,98.58,False,False,True,False,False,False,False,False,platinum,0x7aa1f0db332f647b76f6ecdbf38389d1cd261155
11109.57,788,81,88,0.9265,279.21,0.7631,0,0,0.10279187817258884,14.098439086294416,11.681,1.0,281.92499999999995,False,False,True,False,False,False,False,False,gold,0x064f4cbff2d067caa6e52f4ae4cb40357a44de56
1527.12,1437,103,27,0.6695,360.51,0.5645,1,0,0.07167710508002784,1.062713987473904,29.335,0.8333333333333334,333.835,False,False,True,False,False,False,False,True,silver,0x53d825ae5bc4c223c26d8c664c83925730848830
5068.25,606,22,21,0.95,267.61,0.7932,0,0,0.036303630363036306,8.363448844884488,9.772,1.0,266.2875,False,False,False,False,False,False,True,False,platinum,0x1210e51d6739711fe08065c76b8c9068ee2a6d4e
4932.67,3888,42,13,0.835,320.64,0.7,1,0,0.010802469135802469,1.2686908436213993,18.950000000000003,0.875,321.49625000000003,False,False,False,False,False,True,False,False,gold,0xd093a77a0746b9b49cffb0354513448acd7d0478
32083.21,395,122,30,0.7493,2698.6,0.6814,0,0,0.30886075949367087,81.2233164556962,20.265,1.0,873.5614285714286,True,False,False,False,False,False,False,True,gold,0xfce6f23a053abfa01b637afa7d33196417bd5737
30072.77,1113,42,43,0.783,10000.0,0.7377,0,0,0.03773584905660377,27.019559748427675,17.002,1.0,1427.3912500000001,False,False,False,False,True,False,False,True,gold,0x893c7ec9bae73031d03e76b495ca65c5c47566a5
10481.79,3414,0,49,0.8743,275.74,0.9,0,0,0.0,3.070237258347979,7.771,1.0,279.24,True,False,False,False,False,False,False,False,platinum,0xdc5edc3ea1efa2bc3b8aa913f8e4ba3532d24c4b
4736.01,1577,98,77,0.8756,319.84,0.7,0,0,0.062143310082435003,3.0031769181991126,15.732,1.0,326.3175,False,False,True,False,False,False,False,True,gold,0x18a142defeddd3f1fc57d4e762f04851566b80e1
50087.0,1852,25,61,0.95,213.09,0.7,3,1,0.013498920086393088,27.044816414686824,29.500000000000004,0.7272727272727273,215.4090909090909,False,False,False,False,False,True,False,False,silver,0xf4c8b326dd682e9b99d0d4cd14f0873c03986a9d
1599.97,2106,32,29,0.8544,234.23,0.9,0,0,0.015194681861348529,0.7597198480531814,8.367999999999999,1.0,213.09,False,False,False,True,False,False,False,False,platinum,0xb4fd81284bb8353a55ac81632532071cd37c3edc
2874.87,446,0,21,0.8587,236.54,0.97,0,0,0.0,6.445896860986547,5.439,1.0,184.20999999999998,False,False,False,False,False,True,False,False,platinum,0x965f25ef777de6006cd764c85b3c3f48cea1f8fb
26264.32,3450,132,5,0.8104,226.69,0.8335,1,0,0.03826086956521739,7.612846376811594,14.347999999999999,0.8,224.464,False,False,True,False,False,False,False,False,gold,0xfb28ae4e11a60e3656061a39d20c353262ac770c
1292.54,4569,73,53,0.8013,222.93,0.7869,2,0,0.01597723790763843,0.2828934121251915,18.484999999999996,0.3333333333333333,219.99,False,False,True,False,False,False,False,True,gold,0xe6754d635ee29d7be4b7df74c9ee87013ce092d2
2223.45,4067,0,16,0.6797,485.55,0.6294,0,0,0.0,0.5467051880993361,24.433000000000003,1.0,472.98,False,False,True,False,False,False,False,True,gold,0xba9725c14a3c56242e3bc1706630f253f07510d9
27779.07,1565,121,58,0.8764,99.48,0.85,0,0,0.07731629392971245,17.75020447284345,9.708000000000002,1.0,101.78857142857143,False,False,False,False,False,False,True,False,platinum,0xbae621be19ba79f3d0d26a2bdae504809d2a2287
7219.26,4070,67,46,0.9639,42.87,0.99,0,0,0.016461916461916463,1.7737739557739558,1.483000000000001,1.0,41.57,False,True,False,False,False,False,False,False,platinum,0xe79c61429d4f1f2708014f84b8bacc4ceb643d3c
7203.81,339,72,82,0.7629,3535.39,0.7024,0,0,0.21238938053097345,21.250176991150443,19.017,1.0,1006.426,False,False,False,False,False,False,True,True,gold,0x89341303288e102614ca7ffb1ee0005fafcc46db
4519.6,2264,0,68,0.8496,304.79,0.7,0,0,0.0,1.9962897526501768,16.512,1.0,328.33000000000004,False,False,False,False,True,False,False,True,gold,0x2ec8ffefd50b524de5dc4c8696a0d59b1129edc0
990.8,3835,0,12,0.9667,100.34,0.9657,0,0,0.0,0.2583572359843546,2.3709999999999996,1.0,96.96999999999998,False,False,False,True,False,False,False,False,platinum,0x0aed37de4ef9dface8cd38bd4b420e466e02406d
6392.01,122,0,53,0.897,183.2,0.7,1,0,0.0,52.393524590163935,17.090000000000003,0.8,183.01,False,False,True,False,False,False,False,False,gold,0x5071237be203a2a6ebec38695a4c8aa425c75549
7406.38,437,15,56,0.8177,318.04,0.8742,0,0,0.034324942791762014,16.948237986270023,10.501000000000001,1.0,288.7325,False,False,False,False,True,False,False,False,gold,0xb022c8f8742088306b5ab450edeb006dda3b5974
14052.01,933,176,14,0.7097,579.73,0.5829,1,0,0.18863879957127547,15.061103965702037,27.393,0.9,601.329,False,False,False,False,False,True,False,True,silver,0xebaedfce9071657c7a7d605dbaa8f79b1063b03c
16333.2,453,249,7,0.9147,299.7,0.8032,0,0,0.5496688741721855,36.05562913907285,10.431000000000001,1.0,302.28999999999996,False,False,True,False,False,False,False,False,gold,0x63b46bf2a32a510a7fcad6bdd5ff2428c2ccfcf6
3840.95,2133,10,26,0.8402,292.26,0.7,2,0,0.0046882325363338025,1.8007266760431317,20.794000000000004,0.6666666666666666,274.205,False,False,True,False,False,False,False,True,gold,0x8c42333e32e38fab876c86a9e9108862b466c944
2064.39,4641,0,6,0.9237,148.89,0.85,1,0,0.0,0.44481577246283127,10.289000000000001,0.75,145.6375,False,False,False,False,True,False,False,False,gold,0x36626353b6ef407e80b15a94173161bc30190a28
12317.16,173,41,29,0.934,55.1,0.9,0,0,0.23699421965317918,71.19745664739884,5.979999999999998,1.0,51.0775,False,True,False,False,False,False,False,False,platinum,0x7d7727e62984290dcad80a044ea498925e1abd3e
41516.92,2681,0,81,0.6188,524.72,0.5693,0,0,0.0,15.485609847071988,28.663999999999998,1.0,524.5275,False,False,False,False,True,False,False,False,silver,0xf1cce6fcd31539f4ed9e5cd9578055f473ab4239
1704.82,1088,82,80,0.8045,211.27,0.9,0,0,0.07536764705882353,1.5669301470588235,9.864999999999998,1.0,214.10666666666665,True,False,False,False,False,False,False,False,platinum,0xc626a65a82fb61bbbcdec204446a07e61169da75
6085.12,2017,0,88,0.8054,286.28,0.9,0,0,0.0,3.0169162121963313,9.838,1.0,274.495,False,False,False,True,False,False,False,True,platinum,0x3e9290f68a573a32ff56b6b8c1fcf68efd6f89cb
3251.05,344,39,48,0.8849,316.5,0.9,1,0,0.11337209302325581,9.450726744186047,9.453,0.875,309.96625,False,False,False,False,False,False,True,True,platinum,0x7a52064b85737558a5d84219515ee83e545aedcb
14819.5,4113,0,32,0.8766,235.86,0.9,0,0,0.0,3.6030877704838318,7.701999999999998,1.0,235.87399999999997,False,False,True,False,False,False,False,False,platinum,0x8cbe677908dda9da8a01af4558419bba7ec1fb4b
4345.55,3107,172,25,0.9727,44.95,0.9346,1,0,0.05535886707434825,1.3986321210170582,5.4350000000000005,0.9,43.482,False,False,False,False,True,False,False,False,platinum,0x36ad1b706ce7d420ee3fc96766fd86149ffd6f60
500.0,1858,92,47,0.808,999.82,0.7,0,0,0.04951560818083961,0.2691065662002153,17.759999999999998,1.0,573.8633333333333,False,False,True,False,False,False,False,True,gold,0x45e67614f969ac1be0b16e3680441bbc918551e0
5955.82,2802,59,68,0.7218,249.33,0.9,0,0,0.021056388294075662,2.1255603140613846,12.346,1.0,245.73666666666668,False,False,True,False,False,False,False,False,gold,0x2d11d118bfa006c2f0e3f8bfccb9fd813fec9af5
31500.95,1505,0,86,0.8157,179.33,0.7211,0,0,0.0,20.930863787375415,16.685000000000002,1.0,169.72,False,True,False,False,False,False,False,False,gold,0xb591342091ba51addc249e5caeba512b599e0c74
500.0,2924,0,3,0.8572,320.4,0.9,0,0,0.0,0.17099863201094392,8.283999999999999,1.0,309.225,False,False,True,False,False,False,False,False,platinum,0xaf46d94d0a6baaa1ff26f5b99607234286ff496c
6096.08,3504,53,58,0.9422,498.25,0.9,0,0,0.015125570776255707,1.7397488584474885,5.733999999999998,1.0,445.06,False,False,True,False,False,False,False,False,platinum,0x7222a58cf31297bbb5aa55c99fa625a133552e43
3716.2,1108,195,56,0.6537,2262.32,0.8,1,0,0.1759927797833935,3.3539711191335737,20.389,0.8,923.528,False,False,False,False,False,True,False,True,gold,0x7914a0e72b0d738ad62e4ecdd1d81a2f0c12fad1
1377.07,1345,123,66,0.691,9201.59,0.6687,0,0,0.09144981412639405,1.0238438661710036,22.522000000000006,1.0,1505.642,False,False,True,False,False,False,False,False,gold,0x234a71b98aa29b22763c9571f0b54a5c13eb3eb4
7754.08,4984,0,35,0.6744,595.35,0.5638,0,0,0.0,1.5557945425361155,27.216,1.0,611.9025,True,False,False,False,False,False,False,True,silver,0xf1a912c016299f52a1bc036733354a9cd59c4302
2052.81,4096,64,35,0.6528,394.52,0.7684,1,0,0.015625,0.50117431640625,21.68,0.8571428571428571,410.40999999999997,False,False,False,True,False,False,False,True,gold,0xbd0c9b2ffb10cb4e0ab0535a804b82933f8c8923
6176.8,1143,31,84,0.861,197.35,0.715,0,0,0.02712160979877515,5.404024496937883,15.570000000000002,1.0,200.915,False,True,False,False,False,False,False,False,gold,0xcdf445fb765f50ea72b24ab15aa7ab19bf5bd622
16857.32,2934,0,14,0.8626,246.69,0.7506,1,0,0.0,5.7455078391274705,16.098,0.8571428571428571,241.7671428571429,False,False,False,False,False,True,False,False,gold,0x2a87bba7c4c3ae6973a8ef9b070a52bed99faff9
2137.11,851,8,58,0.8042,280.24,0.846,1,0,0.009400705052878966,2.511292596944771,14.033999999999999,0.8571428571428571,282.77714285714285,False,False,True,False,False,False,False,False,gold,0xc3063db6d726953e01672138a8788baa64a346cf
7201.69,1777,39,79,0.5912,316.94,0.6725,0,0,0.021947101857062466,4.052723691615081,25.364000000000004,1.0,320.15999999999997,False,False,True,False,False,False,False,True,silver,0x298e0cfb05ee9df5122381b52a90893ee450bf0f
1147.76,795,0,51,0.8476,246.97,0.8638,0,0,0.0,1.4437232704402516,10.02,1.0,254.79999999999998,True,False,False,False,False,False,False,False,gold,0x851dde9ec16c59f9247dd6982ef5078b64272677
500.0,2705,0,44,0.7137,317.49,0.6417,1,0,0.0,0.18484288354898337,24.921,0.9166666666666666,318.9975,False,False,False,False,True,False,False,True,gold,0x6a42e795a7dce045054209775141760278ada73f
2402.16,3574,40,36,0.892,206.76,0.9,0,0,0.01119194180190263,0.6721208729714605,7.239999999999998,1.0,208.60666666666668,False,False,False,False,False,True,False,False,platinum,0x5854d14cfd4440c2695482607516838a09931e98
1159.03,2828,0,72,0.9514,98.74,0.85,0,0,0.0,0.40984087694483734,7.458,1.0,104.35,False,False,False,False,True,False,False,False,platinum,0x41aefdf1f31c201519f2c469fe0e4e8ae33d736b
3001.52,3614,0,60,0.9317,792.36,0.8616,0,0,0.0,0.8305257332595462,7.584999999999999,1.0,500.67,False,False,True,False,False,False,False,False,platinum,0x53bf071b72cf0194b0d80e0dd0acb736c07b3a36
3276.87,2618,118,61,0.8718,312.56,0.9,0,0,0.04507257448433919,1.2516692131398013,7.845999999999998,1.0,332.495,False,True,False,False,False,False,False,False,platinum,0xeafbfd05ee88b37104633c448df96a764e8651a2
100000.0,1496,66,24,0.6723,314.58,0.5,2,0,0.04411764705882353,66.84491978609626,33.831,0.6,312.062,False,False,False,True,False,False,False,True,silver,0x8db9bf230986eec57be13eaff4462ee767f7021e
966.96,2205,53,8,0.5226,485.02,0.5,3,1,0.024036281179138322,0.438530612244898,50.322,0.625,483.14750000000004,False,False,False,False,False,True,False,True,bronze,0xd2571c8474d4d8cb05f41aedb94b27ee231bfc5f
3575.62,454,43,84,0.7889,307.98,0.7434,1,0,0.0947136563876652,7.875814977973568,18.597,0.8,299.364,False,False,True,False,False,False,False,False,gold,0xdb0c5a86780441fc4fbe9cec6e03fdff248dad74
18479.03,3800,84,81,0.8476,220.23,0.9,1,0,0.022105263157894735,4.862902631578947,10.572,0.8,228.888,False,False,False,False,False,True,False,False,gold,0xe824d280e73527b3866bbe0c3b870fbd4f4bda11
3020.37,1509,82,29,0.7858,225.38,0.889,0,0,0.054340622929092114,2.001570576540755,10.865999999999998,1.0,233.2025,False,False,False,False,False,True,False,False,gold,0xfad7754b14d067c13825b16c4b5cc06919aeeb04
758.78,4905,73,7,0.8735,223.95,0.7767,0,0,0.014882772680937819,0.1546952089704383,12.727,1.0,228.20333333333335,False,True,False,False,False,False,False,False,gold,0xab57798a653ee47f4b1999363aa661fca3881bfd
99807.39,789,0,1,0.9136,2210.42,0.7,0,0,0.0,126.49859315589353,14.592000000000002,1.0,1113.33,False,False,False,False,True,False,False,False,gold,0x0b96ba8eb9c367d8ca721efb28d0ed9799ff9fd1
2046.66,3450,57,36,0.8859,276.38,0.7,0,0,0.01652173913043478,0.5932347826086957,15.423000000000002,1.0,267.61333333333334,False,False,False,True,False,False,False,False,gold,0xb8854d9714a7125c6860f79c3d1bd34cc04b5449
2246.28,1068,52,50,0.9249,121.36,0.85,0,0,0.04868913857677903,2.1032584269662924,8.253,1.0,116.5625,True,False,False,False,False,False,False,False,platinum,0x04d3bfc94dcae592802634ce558d56dbd7bc5d65
2581.43,465,211,25,0.7961,288.72,0.7876,0,0,0.45376344086021503,5.551462365591398,14.613000000000001,1.0,292.34749999999997,False,False,False,False,True,False,False,False,gold,0xd1c434a720b5ea0a43f74179a07758cc992c9a50
912.7,5220,60,50,0.8455,177.57,0.9,1,0,0.011494252873563218,0.17484674329501917,10.634999999999998,0.8571428571428571,180.85857142857142,False,False,False,False,True,False,False,False,gold,0xc5a3cc08eef8ebfd5e05b641a571090f1a79f2ef
1732.31,471,68,37,0.8473,252.6,0.9,1,0,0.14437367303609341,3.677940552016985,10.580999999999998,0.8571428571428571,237.8742857142857,False,False,True,False,False,False,False,False,gold,0xbcc10260cc24b42b357da043318002476c96699f
17435.4,523,20,71,0.9959,48.79,0.99,0,0,0.03824091778202677,33.33728489483748,0.5230000000000001,1.0,51.343333333333334,False,False,True,False,False,False,False,False,platinum,0x7191744594f54b0b528360de5cb4f7bcd6e340ca
