event_id,provider_id,event_type,timestamp,success,latency_ms,data_size_gb
evt_0_40428,0x30b4c0717071f8325a4c1110da5a0bcb76abe31d,post_challenge,2025-11-16T05:53:13.670491,False,212.17,0
evt_0_75453,0x022fb3472123e43240ea968ec2ef32847f2bfff5,post_challenge,2025-11-16T10:59:13.670491,True,274.4,0
evt_0_24925,0x4c30535364d952778cdde9cc8b956768d0542ac5,post_challenge,2025-11-16T21:33:13.670491,False,100.99,0
evt_0_72229,0x0030949074046466d7ba48da4f3f90591a1a7d97,post_challenge,2025-11-16T21:26:13.670491,False,442.37,0
evt_0_50331,0xf0e08737ef8b1caaa0c48f4941366ce65211969f,heartbeat,2025-11-16T14:54:13.670491,True,48.31,0
evt_0_31037,0x2b242c92774746a6d04ff623b827e5172eaede5d,heartbeat,2025-11-16T02:43:13.670491,True,186.44,0
evt_0_19087,0x72b5fad0316fc296226730bb7dbd68a49eec268a,post_challenge,2025-11-16T01:11:13.670491,True,248.36,0
evt_0_14306,0xd93af1e5e9560debbe2a7b9f3186ae02b12f8e00,heartbeat,2025-11-16T15:38:13.670491,True,520.62,0
evt_0_56845,0xa1e3a5c4797565806a503557d7634ec0f1092dcb,post_challenge,2025-11-16T06:56:13.670491,False,402.04,0
evt_0_68371,0xff6af27740ae8e0e3e104b978d2a14ea60ceadf7,deal_created,2025-11-16T04:09:13.670491,True,62.09,41
evt_0_34865,0x62ff561c03a449081f1e742edd61376edf94ff5b,post_challenge,2025-11-16T19:55:13.670491,True,506.89,0
evt_0_68566,0x8cbb4ba6231563a3b428840168de93ff4a7c542c,deal_created,2025-11-16T02:40:13.670491,True,317.41,35
evt_0_55410,0x23608e22afb2e1807006c338b855d68bfed09dff,heartbeat,2025-11-16T23:19:13.670491,True,305.01,0
evt_0_90528,0x5b5909ae706ef7587be4e939de177d960977eb5c,post_challenge,2025-11-16T09:41:13.670491,False,594.41,0
evt_0_48475,0xffddb6609d0410fdde0144b7786fcacf08d54160,post_challenge,2025-11-16T20:18:13.670491,True,132.12,0
evt_0_82607,0x378686b2031e0b05a71171712cb623b7cd5a9dfb,deal_completed,2025-11-16T05:00:13.670491,True,533.14,22
evt_0_40114,0xe0c679f784605299a12dad102ec6f4d556f4fa25,heartbeat,2025-11-16T09:29:13.670491,True,92.75,0
evt_0_86957,0xbb1690bb0fd5a12b310717e88a4820776d5b6e4c,deal_completed,2025-11-16T16:41:13.670491,True,52.18,44
evt_0_72213,0x407bbb66797a8fca3db650bc0ba14712dccbeca3,post_challenge,2025-11-16T13:45:13.670491,False,167.71,0
evt_0_64361,0xf045ee67f3882e6bc5883273653cc2d120f756cb,deal_created,2025-11-16T20:41:13.670491,True,208.51,15
evt_0_91629,0x05e719f1035bf6af0b7d658dfbeb8116c702a162,post_challenge,2025-11-16T09:00:13.670491,True,237.09,0
evt_0_12291,0xc19446934ad8feb864460db1cf1004d6cbd5d59e,post_challenge,2025-11-16T03:31:13.670491,False,382.87,0
evt_0_74470,0x1a08b3bc69d6dee9ea2abad947eb259f2b8cea53,post_challenge,2025-11-16T07:19:13.670491,True,510.78,0
evt_0_86217,0x965bd3b43e31560edadab4c204410d968bb1fca6,heartbeat,2025-11-16T13:46:13.670491,True,202.59,0
evt_0_27339,0xa84c939674b81fe638a51a6c0468db6b229d4acf,deal_completed,2025-11-16T05:31:13.670491,True,153.52,43
evt_0_88074,0x1b8311ab1b8a04ef1f506a33a16a284188e49025,heartbeat,2025-11-16T03:14:13.670491,True,478.16,0
evt_0_26216,0x4642a3968510d2de21921fd6180b2681196e5dd0,post_challenge,2025-11-16T11:04:13.670491,True,137.91,0
evt_0_93542,0x7d1725e7d92d402d2ee79c994da9b5e9a2b40abd,heartbeat,2025-11-16T19:07:13.670491,True,444.41,0
evt_0_98641,0x773ec16242d11f3f69544a4c23adab342f24833d,post_challenge,2025-11-16T20:08:13.670491,True,124.3,0
evt_0_96904,0xa8a329d75821f10044e97e8a4863ab7ac61a6d51,heartbeat,2025-11-16T02:45:13.670491,True,574.45,0
evt_0_84081,0x2a84b4551c938ef6c184a124851f652fed60a2f0,heartbeat,2025-11-16T05:37:13.670491,True,296.26,0
evt_0_45125,0xd948f8a323ea64448da073882f9d69d9c7cebcbc,deal_created,2025-11-16T19:43:13.670491,True,154.97,100
evt_0_60594,0xe373decbb082ca6bdbb280cf305eaf6a62fb1121,post_challenge,2025-11-16T20:53:13.670491,False,337.31,0
evt_0_36234,0x1743bb87781afdca4969e181086a2f44c991055d,post_challenge,2025-11-16T12:01:13.670491,True,312.81,0
evt_0_57091,0x4eade38fa021999d28178a374cc0052f1f8609a4,deal_created,2025-11-16T01:39:13.670491,True,99.46,82
evt_0_97889,0x1d69c706a9b7b410676a60452f046f93fd232280,post_challenge,2025-11-16T09:11:13.670491,True,444.59,0
evt_0_65423,0xba581561fd33b426d2c6ef129ec0945baa85e4fe,post_challenge,2025-11-16T04:38:13.670491,True,342.85,0
evt_0_19336,0x862c7f5ac0c10ecf6c07236762482272380d203a,post_challenge,2025-11-16T08:47:13.670491,True,50.71,0
evt_0_13154,0xdd0aed78ab280566b54489a7895ce85017684044,post_challenge,2025-11-16T18:42:13.670491,True,315.38,0
evt_0_69988,0x8f968468dcaf5897cffa117d2651b30c69e69f93,deal_completed,2025-11-16T00:07:13.670491,True,123.63,16
evt_0_20995,0xbffb4d6990c37ae92c392169c9c61b64caa56f53,post_challenge,2025-11-16T04:25:13.670491,False,476.78,0
evt_0_43630,0x3b5c1b3e388b1d3b87c947e2c615317f7385b374,deal_created,2025-11-16T19:39:13.670491,True,305.1,13
evt_0_42501,0x25b20f72a273a7b515c2d6e484a4e4f6441247aa,deal_created,2025-11-16T01:15:13.670491,True,313.37,46
evt_0_31811,0x3efb7c0c835233c5d3c724e99068f7fd4c1d058b,post_challenge,2025-11-16T01:24:13.670491,True,206.46,0
evt_0_63593,0xb2225eb934fcd93aa5c057a6833beb4a5f6c7743,deal_created,2025-11-16T14:39:13.670491,True,116.13,51
evt_0_42114,0xf32a02fdb0c7c6a2da5e0539b568b77c501bd6cd,deal_completed,2025-11-16T09:01:13.670491,True,179.5,9
evt_0_78981,0xbdef29635f14d370bec7e0208a0c06f0a749097b,deal_created,2025-11-16T15:36:13.670491,True,527.22,98
evt_0_15381,0x13436f7b5357aa0216dea74e31fd0018f8929a25,post_challenge,2025-11-16T01:19:13.670491,True,214.58,0
evt_0_33255,0xc8396dab383a5d446f76412f004c52a67e22f957,deal_completed,2025-11-16T00:02:13.670491,True,438.64,40
evt_0_69454,0x703189123283d6859857997ff09993c268ba7e10,deal_created,2025-11-16T21:08:13.670491,True,214.15,99
evt_0_19910,0x6e66bd04ecc6ee1741916f23881a59c2aec205ea,deal_completed,2025-11-16T01:29:13.670491,True,196.51,14
evt_0_56283,0x36752f3da332aa928c813e66aa396d5fb8838544,post_challenge,2025-11-16T18:35:13.670491,True,96.75,0
evt_0_24820,0x348d238ad583bd3c84778b848df64356abae8020,deal_created,2025-11-16T04:47:13.670491,True,246.58,77
evt_0_17947,0xee28796948bf08dcdcb4dec5c630c02320e5611e,post_challenge,2025-11-16T23:56:13.670491,False,351.13,0
evt_0_53488,0x8a700e5337ec3e8636c5139b3ae426b942230b7a,deal_created,2025-11-16T09:17:13.670491,True,374.33,54
evt_0_45291,0xa078a0be795863cf6ad6c296a1adfc4b20db8d21,heartbeat,2025-11-16T00:18:13.670491,True,601.04,0
evt_0_58534,0xef02ce71a26273ab3ccbbae73a26bb36bdd26759,deal_created,2025-11-16T17:49:13.670491,True,213.53,8
evt_0_43954,0x54b1ed048c554f7d52edc96e63226c42bba7306b,heartbeat,2025-11-16T21:33:13.670491,True,426.11,0
evt_0_65600,0x1c73a83671a89750f55b51de7a9604bd503c1eb9,deal_completed,2025-11-16T04:55:13.670491,True,469.0,15
evt_0_33612,0xf882b5bb573a4ff1bf789c52174753e0b025eaf4,deal_created,2025-11-16T19:55:13.670491,True,112.71,82
evt_0_79151,0x58e36c334e4498827ebf5b9fb4b83d6c8425c84b,post_challenge,2025-11-16T19:59:13.670491,True,59.56,0
evt_0_92306,0x8605d0173579e63bf8d747b9316411e2e22c394a,deal_created,2025-11-16T22:45:13.670491,True,153.13,35
evt_0_54540,0xad1a78ed02364a2a84c271c5d20e36646178e912,heartbeat,2025-11-16T16:09:13.670491,True,268.93,0
evt_0_50460,0x7e26cf78f52add1de32e32c18aaa6808617eec8a,post_challenge,2025-11-16T16:07:13.670491,True,88.41,0
evt_0_11616,0xf9e9c15481e3c1a3db3dadbae4569d483a766da5,heartbeat,2025-11-16T17:35:13.670491,True,129.0,0
evt_0_19429,0x0704185260bb147719a35289368ffe14be71b362,post_challenge,2025-11-16T21:31:13.670491,True,101.68,0
evt_0_76394,0xd50e745ac4962055014d01c12cdffb8888d4b592,deal_created,2025-11-16T12:38:13.670491,True,437.06,11
evt_0_49873,0xe34a95c5c5c0b19d1c8bd17184bb5b4e9f573c54,deal_completed,2025-11-16T07:39:13.670491,True,196.09,22
evt_0_25742,0xfc5dc444d52e34028173ac71edb974e72dd251db,post_challenge,2025-11-16T07:39:13.670491,True,562.24,0
evt_0_48580,0xeeb2aba480dcb761f716439eaf253005f0b16d04,heartbeat,2025-11-16T04:49:13.670491,True,402.14,0
evt_0_16663,0xba4254dea256635ede2aa2d132a7b9ed44ba56f6,post_challenge,2025-11-16T03:46:13.670491,True,123.24,0
evt_0_54684,0x6acd9e8767b505bc5d9b6996e4c7d872eef4e5fd,heartbeat,2025-11-16T01:51:13.670491,True,122.34,0
evt_0_43419,0x513a897799320335ec3769f9f0ebf85048176a6a,heartbeat,2025-11-16T07:33:13.670491,True,235.03,0
evt_0_26566,0x3150867df10840a9df603cf61ca9baa420622d3a,heartbeat,2025-11-16T08:16:13.670491,True,276.65,0
evt_0_42723,0x6279f539372b7e93369643eda72d7739c4aed650,post_challenge,2025-11-16T16:21:13.670491,True,243.06,0
evt_0_88638,0xb95447c9fa14d370bf65c649a2eccb49cb310b69,post_challenge,2025-11-16T02:09:13.670491,True,379.34,0
evt_0_34139,0x42f6c088cc65f837311e3d86ee7a835377939963,heartbeat,2025-11-16T00:25:13.670491,True,117.42,0
evt_0_89453,0x182da3afcf04bbdcf48c5feebd5eb02963032740,heartbeat,2025-11-16T22:19:13.670491,True,81.16,0
evt_0_56704,0xa694d2a3446ccbb74ccf4ac6f928223174f1310b,deal_completed,2025-11-16T02:09:13.670491,True,329.69,30
evt_0_26731,0xe15f016d08ed9591807eb4fcec72ef40b83176a9,deal_completed,2025-11-16T02:27:13.670491,True,347.27,43
evt_0_34090,0x68665bd867069264374c37e098dd6f678d885b9b,post_challenge,2025-11-16T12:04:13.670491,True,101.47,0
evt_0_83726,0x18569f76cbefe968d90c279a47dccc93cc85e7ff,heartbeat,2025-11-16T21:54:13.670491,True,115.48,0
evt_0_80524,0xb4b98b7c47a1bb830096d21773a827036820c31f,deal_completed,2025-11-16T13:55:13.670491,True,94.0,33
evt_0_59935,0xc592827866d3e3f3c70bcfb0b7fb6dc3b31dde6c,heartbeat,2025-11-16T23:35:13.670491,True,242.96,0
evt_0_42232,0xc8e3475d07c31cee78efc5b3f5cab826a07749da,post_challenge,2025-11-16T02:23:13.670491,True,616.72,0
evt_0_14083,0xc5a3cc08eef8ebfd5e05b641a571090f1a79f2ef,deal_completed,2025-11-16T09:51:13.670491,True,161.03,1
evt_0_60995,0xa8197cfcc3d2f3f57924f47c1140ede74d94660b,deal_completed,2025-11-16T10:25:13.670491,True,214.25,34
evt_0_23629,0xedf7be0424c1c3308a6db0f3ce3f2bd59f050837,post_challenge,2025-11-16T11:59:13.670491,True,207.91,0
evt_0_63165,0xd6a365209f14be4920f8ad243dbcdebca472c0ca,post_challenge,2025-11-16T21:11:13.670491,False,475.83,0
evt_0_41301,0x120d721bb5353eb593068827b3852b8c2ec98d6c,deal_completed,2025-11-16T01:55:13.670491,True,155.32,49
evt_0_94223,0xffc6506aaef5fec71541cf240c4ff1c0b34c9782,post_challenge,2025-11-16T23:27:13.670491,False,361.87,0
evt_0_34414,0xf8cee78b342bad22f0d1d8d01f5f2ae91c9c00f6,deal_completed,2025-11-16T12:47:13.670491,True,58.33,3
evt_0_22666,0x1ad4a0d82d8e326e09ebc1360830a82590142bd2,heartbeat,2025-11-16T23:55:13.670491,True,252.74,0
evt_0_17721,0xfe6ea05a1dc548a81679c65c8bc28f397e8e2af8,deal_completed,2025-11-16T21:09:13.670491,True,512.01,12
evt_0_79063,0x54d56afb88d76787acbafb566fbcc5b1e739e6af,deal_created,2025-11-16T22:42:13.670491,True,99.6,35
evt_0_78949,0xb0fb7c1fda62a00c2fcf37d5ab9c255e608b4993,deal_created,2025-11-16T14:50:13.670491,True,212.34,20
evt_0_29216,0x43dd876b8540c0d9d86a07d2f1cdc04dd746ef76,deal_completed,2025-11-16T06:37:13.670491,True,251.77,50
evt_0_91713,0xd12c1430a617b785503ed69a43ee12cebae5eb30,deal_created,2025-11-16T21:25:13.670491,True,213.81,65
evt_0_62568,0x878d4bcd240aa88c99e538e3d968065f572cae8d,post_challenge,2025-11-16T12:57:13.670491,True,227.73,0
evt_0_78015,0xbf6a358fafd650c6bfb7aa132997f58feeabf348,deal_completed,2025-11-16T20:48:13.670491,True,147.77,18
evt_0_22291,0x612c2d4d973aba158cc7a2cba512d7abfcbfa891,heartbeat,2025-11-16T14:01:13.670491,True,322.6,0
evt_0_79479,0xa09e512bbcc333ed4e9dd3d6375099911cc4c5c8,post_challenge,2025-11-16T21:28:13.670491,False,237.06,0
evt_0_47933,0x48f789cc742df60ef41c74289ab9fad3f00160c3,post_challenge,2025-11-16T19:05:13.670491,True,115.51,0
evt_0_23338,0x278f8712c9640d07ff79e8ffdc5ea85f05a874f4,deal_created,2025-11-16T23:23:13.670491,True,218.86,63
evt_0_25650,0x8b768b71eb75eaa8ba34af5ea24e6558e64a637e,deal_created,2025-11-16T19:20:13.670491,True,293.59,1
evt_0_28062,0xcc39b53da3ad50fbca852d73e4fe280da34d8d21,post_challenge,2025-11-16T13:19:13.670491,False,596.71,0
evt_0_96780,0xd2571c8474d4d8cb05f41aedb94b27ee231bfc5f,post_challenge,2025-11-16T09:48:13.670491,False,463.47,0
evt_0_17323,0xf468b92483abf8b5105198e29ef92f5ef7eeb6e0,post_challenge,2025-11-16T20:34:13.670491,False,217.32,0
evt_0_94576,0x886bab93d7a19c1f2a4d43db5da00524e9d77e3e,heartbeat,2025-11-16T08:55:13.670491,True,213.07,0
evt_0_32849,0x227d474f3eb6e0c9b70e3e658e36b427cd0ae568,post_challenge,2025-11-16T22:00:13.670491,True,199.69,0
evt_0_29513,0x6a1cf27818bb70436e8cec5091970969b778ee99,deal_created,2025-11-16T21:08:13.670491,True,93.31,81
evt_0_44343,0xd248ce2e8ea4e7da6c195b9036b134aa1c3dca24,heartbeat,2025-11-16T12:10:13.670491,True,176.59,0
evt_0_80719,0xfe8df5ee732b31c529b6c7088550c3108bfe790c,post_challenge,2025-11-16T00:00:13.670491,True,340.86,0
evt_0_79077,0xbad97cac8edcc39810c3a3c728d83bef127a34b1,post_challenge,2025-11-16T23:34:13.670491,True,291.92,0
evt_0_88430,0x9d513da03c27170dfa333d2934f1e32e0517a890,heartbeat,2025-11-16T14:53:13.670491,True,277.9,0
evt_0_13261,0x0aaf0a19fa51d024515a5c1292288c6f1c52335f,deal_created,2025-11-16T20:57:13.670491,True,422.5,24
evt_0_29204,0xcd4d9a12d1a7cb7d6340c6de8d5d8217d249a14b,heartbeat,2025-11-16T17:04:13.670491,True,286.46,0
evt_0_11441,0xcf90557394aac276e9d1a12f029aff36c725df1c,post_challenge,2025-11-16T15:49:13.670491,False,230.86,0
evt_0_28905,0xb5b868877ee36835627cb8b89b3417d0771d5656,deal_created,2025-11-16T09:42:13.670491,True,262.32,8
evt_0_61805,0x614303dc54debbdf73f1e7fb6eb58c44ba9a68d8,heartbeat,2025-11-16T04:51:13.670491,True,324.66,0
evt_0_13649,0xf977abdbcb7053bda3c032fbea357f565b4eff4f,deal_created,2025-11-16T06:08:13.670491,True,285.52,13
evt_0_85494,0xc2a6ba4650d3dbb897446edc58e2e0dee8ff10d9,heartbeat,2025-11-16T14:01:13.670491,True,654.87,0
evt_0_82613,0x51d21e4461c74d89dada77525b7d486b9f9056fa,post_challenge,2025-11-16T04:02:13.670491,False,205.87,0
evt_0_15367,0x557e1bb71129c0e2184cf16cce78fc29193ca516,heartbeat,2025-11-16T18:42:13.670491,True,410.06,0
evt_0_66891,0x9e38dae9cf9d9a70eff2c1be69ac218b7a4474ac,heartbeat,2025-11-16T07:09:13.670491,True,289.95,0
evt_0_36353,0x0ab1d9a8611d6427a9ac913c4c7af99e84e16275,heartbeat,2025-11-16T04:25:13.670491,True,228.93,0
evt_0_69300,0xd65b61602ef4d9730049a417ce39973be48467f7,post_challenge,2025-11-16T05:00:13.670491,True,148.24,0
evt_0_81071,0x68bfe97cef78b8bd13eb3307fcb1cda4116afd20,deal_completed,2025-11-16T01:33:13.670491,True,58.83,15
evt_0_81646,0xd1e887ab62c9bbdbd7418d6d968a0992e82a198e,post_challenge,2025-11-16T23:53:13.670491,True,197.09,0
evt_0_49306,0x5d923e4d047f690b47e9f5f541dea0b37362ea48,heartbeat,2025-11-16T07:21:13.670491,True,90.66,0
evt_0_33354,0xd5f544952c73d624a4d859bf8ca022e3d0dd5c44,deal_completed,2025-11-16T23:54:13.670491,True,380.92,27
evt_0_93855,0x0e7f64e05b6b07013ea0c6c44a164b032917b93c,heartbeat,2025-11-16T06:06:13.670491,True,217.26,0
evt_0_10948,0x82caf46af7ec7bf800d6dbcdfc9ece852e9b6f91,deal_completed,2025-11-16T06:56:13.670491,True,49.91,3
evt_0_16518,0xe8798a1fca887a3f48c17b4797ed7ea2d220b234,post_challenge,2025-11-16T21:21:13.670491,True,332.2,0
evt_0_68180,0xf726f48cd464bddbfdae4f1a1f36983ba6d7d919,heartbeat,2025-11-16T02:03:13.670491,True,49.8,0
evt_0_50260,0x19854435eab6c75d78fc4e65fe9b880fc823c8ac,post_challenge,2025-11-16T07:12:13.670491,True,504.17,0
evt_0_63344,0x7d8cc623bc92dc8294fd55f0eb78dda2ec694449,deal_created,2025-11-16T15:05:13.670491,True,114.25,17
evt_0_66027,0x0ec0b57702d12e14c062af965f02ed7a997d9fc7,deal_completed,2025-11-16T17:30:13.670491,True,278.02,46
evt_0_58624,0x27404185f1d478bb579773ebe82ab2b81c0ecd52,heartbeat,2025-11-16T11:53:13.670491,True,366.22,0
evt_0_80276,0x84eae0bbda8552ce75093919a6043d8c8b9ccf0e,post_challenge,2025-11-16T04:18:13.670491,True,664.54,0
evt_0_22053,0xe12b65204cc12e0d5143e99908df13927807c2ea,post_challenge,2025-11-16T17:28:13.670491,True,141.33,0
evt_0_20922,0x53497734e0ba8f6bef5d1214f5c728780711b2b2,post_challenge,2025-11-16T08:36:13.670491,True,58.66,0
evt_0_78107,0x45480ed56175a3a73c3a4e4f6c5e6818f0aa5ab4,post_challenge,2025-11-16T04:38:13.670491,False,353.46,0
evt_0_10967,0x732a749937fe5c50f66ad1cde7a87da385f9d27e,heartbeat,2025-11-16T07:36:13.670491,True,116.4,0
evt_0_22681,0xa846f0bcafcc417417294def69902363acbfe37a,deal_created,2025-11-16T21:54:13.670491,True,127.79,44
evt_0_73986,0x48093c03a1106d1cea31ba734eb4385f41216956,post_challenge,2025-11-16T03:52:13.670491,True,331.97,0
evt_0_47924,0x1511d7d3f5f527149c4f892e1d887d399dab2859,deal_completed,2025-11-16T10:41:13.670491,True,520.75,26
evt_0_66871,0xa6a1b132e0945245bb4653bae42af6825ee607c0,deal_completed,2025-11-16T22:37:13.670491,True,312.83,14
evt_0_10900,0x17c732947225a45093e9874e2a3e64427dce1527,deal_created,2025-11-16T07:28:13.670491,True,81.94,70
evt_0_60366,0xe0ba9f926d6aaf339392c82ed92d8d31e3266250,heartbeat,2025-11-16T22:00:13.670491,True,213.03,0
evt_0_31229,0xc3c6999bd34b77caa112cb043494aa79a758338f,post_challenge,2025-11-16T20:43:13.670491,True,311.5,0
evt_0_12054,0xb2fec9704c07b43f94f6f90921ecd68b50d1422e,heartbeat,2025-11-16T01:32:13.670491,True,361.66,0
evt_0_33732,0xb5a75142631fac6ae2313735b10e5ec181d85479,deal_completed,2025-11-16T21:58:13.670491,True,223.41,50
evt_0_96634,0x730e4897f71410ca456556f9503946f4e345725b,post_challenge,2025-11-16T21:17:13.670491,True,193.51,0
evt_0_48195,0x810d104615097cad904fd6f89d791a1b68ea97f5,post_challenge,2025-11-16T22:16:13.670491,False,490.13,0
evt_0_82369,0xff26fb3649523f83e94ba84d969ac4b278368872,post_challenge,2025-11-16T14:55:13.670491,False,579.67,0
evt_0_47346,0x5ea9ad44960544badbf675645edc76f96f97ec48,deal_completed,2025-11-16T14:37:13.670491,True,401.68,46
evt_0_20163,0xdc1af7b6c0a19a1fbe7155a0ac82cb34eb7104a8,post_challenge,2025-11-16T20:33:13.670491,True,208.32,0
evt_0_74181,0x48dca532be0f8bdf771aa3b3c6e571a7667a602a,deal_created,2025-11-16T07:41:13.670491,True,477.59,1
evt_0_40430,0x1c73a83671a89750f55b51de7a9604bd503c1eb9,deal_completed,2025-11-16T11:50:13.670491,True,474.7,28
evt_0_97747,0x71915c4ae680ae12608e5dd959870eeb199a7b22,post_challenge,2025-11-16T21:13:13.670491,True,345.85,0
evt_0_33083,0x271230a9c95ce761a5f63609f4e0d45d1e98a671,post_challenge,2025-11-16T15:15:13.670491,True,187.28,0
evt_0_47683,0xad0c2c3f3fbc5c6bb1b8a7b87511dd5c8d26a460,post_challenge,2025-11-16T22:56:13.670491,False,308.38,0
evt_0_34830,0x5a9c9682d4883b1d6e77347892e633d055e1b9c3,heartbeat,2025-11-16T17:00:13.670491,True,531.2,0
evt_0_71959,0x34cadb33bd017134a2b2ca16f547aad717c5e11c,deal_completed,2025-11-16T20:35:13.670491,True,133.3,40
evt_0_92084,0xfc5dc444d52e34028173ac71edb974e72dd251db,deal_created,2025-11-16T12:29:13.670491,True,501.23,83
evt_0_51963,0xa2ff5925cc89dc6c130d3b43c8ea00fab07b18d6,post_challenge,2025-11-16T07:21:13.670491,True,287.99,0
evt_0_43158,0x6bc6233a4fe9835a3d305c68b43ffbf539405d87,heartbeat,2025-11-16T04:05:13.670491,True,539.64,0
evt_0_14826,0x9fa741af62bb887f217e67b20b79e78a4e8d6cc5,post_challenge,2025-11-16T11:38:13.670491,True,114.71,0
evt_0_81801,0xb46fce196af55fd26dc61e1baa5a0379402e52ce,deal_completed,2025-11-16T22:07:13.670491,True,329.68,2
evt_0_26131,0x509a4adf7ba3a52535f8b8b2a9eb286f7fd0fe9a,deal_created,2025-11-16T01:11:13.670491,True,59.26,42
evt_0_34825,0x91cf5358c1f76ca5f026d93d29bcea2a6ae802cd,heartbeat,2025-11-16T06:47:13.670491,True,99.03,0
evt_0_99740,0x8a59f8619c48c9abc91159d41f616588e5eb8c75,post_challenge,2025-11-16T01:54:13.670491,True,130.61,0
evt_0_57757,0x0ab8ff524887f72d2260e311cd3615a0ad70f7f3,heartbeat,2025-11-16T12:08:13.670491,True,191.42,0
evt_0_43084,0x6c35ac599f2516b7e4557e54d0fcf381d4f62740,post_challenge,2025-11-16T10:54:13.670491,True,132.04,0
evt_0_90667,0x350ace4d0794d3e4ac61d19fdb94046ed1060f27,heartbeat,2025-11-16T10:28:13.670491,True,260.5,0
evt_0_51277,0xd946c6aa1c7c3189b4a4835fe4313ed66187a87e,post_challenge,2025-11-16T14:42:13.670491,True,360.64,0
evt_0_92531,0x27974e6a5271b48ce48bdda77a265d46064162f1,post_challenge,2025-11-16T03:38:13.670491,True,279.77,0
evt_0_89713,0x6246b2c16af4113a0e6ba6acc70f3777476e39b0,post_challenge,2025-11-16T16:31:13.670491,False,136.14,0
evt_0_58856,0x1b8bd9b84661f4cb844b914057d761d16da1dc76,heartbeat,2025-11-16T07:08:13.670491,True,226.7,0
evt_0_42979,0x2dd4fadec9bfa1213d49ce955ec19b34819a9d83,deal_created,2025-11-16T16:44:13.670491,True,125.73,96
evt_0_18955,0xfdc79f7ed86f94399f8f8dfb9163acd4a6daa32b,post_challenge,2025-11-16T03:00:13.670491,True,49.25,0
evt_0_29468,0xbd48646b9457f7cb7935b19f761e9e93669bf2b0,post_challenge,2025-11-16T17:28:13.670491,True,309.36,0
evt_0_75608,0x208de2c5372f9df4e66dda73c624cc6e9beb07de,deal_created,2025-11-16T10:57:13.670491,True,55.86,61
evt_0_25166,0x37d2532dcfd057e9a3ba8bcaff844d9fe1c3b710,deal_completed,2025-11-16T23:40:13.670491,True,175.92,10
evt_0_13045,0xb17c3721a78e5a655ed083c7b11c517c39724287,heartbeat,2025-11-16T10:49:13.670491,True,90.84,0
evt_0_80067,0x2233b20548f1d736ed0ac357f5db6f8586d68085,deal_completed,2025-11-16T06:58:13.670491,True,476.94,12
evt_0_57219,0x0d86df10e47fa95bc6b2c01104576a76e3381a11,deal_created,2025-11-16T21:39:13.670491,True,129.89,90
