provider_id,stake,capacity_gb,utilization_gb,region,node_age_days,uptime_pct,avg_latency,post_success_rate,proof_misses,slashing_count,is_failed,registered_at
0x9189c2342af850374dfdbaf7acdc2f71f31670e3,2922.45,3834,180,EU-West,5,0.6024,328.49,0.6412,2,0,True,2026-02-08T23:57:12.329990
0x776dca829fca508ddb2cf27bb3e1fb28162d4edc,500,2154,7,South-America,72,0.984,52.32,0.99,0,0,False,2025-12-03T23:57:12.329990
0x7aa1f0db332f647b76f6ecdbf38389d1cd261155,47514.85,1775,0,EU-West,16,0.9827,96.6,0.97,0,0,False,2026-01-28T23:57:12.329990
0x064f4cbff2d067caa6e52f4ae4cb40357a44de56,11109.57,788,81,EU-West,88,0.9265,279.21,0.7631,0,0,False,2025-11-17T23:57:12.329990
0x53d825ae5bc4c223c26d8c664c83925730848830,1527.12,1437,103,EU-West,27,0.6695,360.51,0.5645,1,0,True,2026-01-17T23:57:12.329990
0x1210e51d6739711fe08065c76b8c9068ee2a6d4e,5068.25,606,22,,21,0.95,267.61,0.7932,0,0,False,2026-01-23T23:57:12.329990
0xd093a77a0746b9b49cffb0354513448acd7d0478,4932.67,3888,42,US-West,13,0.835,320.64,0.7,1,0,False,2026-01-31T23:57:12.329990
0xfce6f23a053abfa01b637afa7d33196417bd5737,32083.21,395,122,Asia-Pacific,30,0.7493,2698.6,0.6814,0,0,True,2026-01-14T23:57:12.329990
0x893c7ec9bae73031d03e76b495ca65c5c47566a5,30072.77,1113,42,US-East,43,0.783,27930.18,0.7377,0,0,True,2026-01-01T23:57:12.329990
0xdc5edc3ea1efa2bc3b8aa913f8e4ba3532d24c4b,10481.79,3414,0,Asia-Pacific,49,0.8743,275.74,0.9,0,0,False,2025-12-26T23:57:12.329990
0x18a142defeddd3f1fc57d4e762f04851566b80e1,4736.01,1577,98,EU-West,77,0.8756,319.84,0.7,0,0,True,2025-11-28T23:57:12.329990
0xf4c8b326dd682e9b99d0d4cd14f0873c03986a9d,50087.0,1852,25,US-West,61,0.95,213.09,0.7,3,1,False,2025-12-14T23:57:12.329990
0xb4fd81284bb8353a55ac81632532071cd37c3edc,1599.97,2106,32,South-America,29,0.8544,234.23,0.9,0,0,False,2026-01-15T23:57:12.329990
0x965f25ef777de6006cd764c85b3c3f48cea1f8fb,2874.87,446,0,US-West,21,0.8587,236.54,0.97,0,0,False,2026-01-23T23:57:12.329990
0xfb28ae4e11a60e3656061a39d20c353262ac770c,26264.32,3450,132,EU-West,5,0.8104,226.69,0.8335,1,0,False,2026-02-08T23:57:12.329990
0xe6754d635ee29d7be4b7df74c9ee87013ce092d2,1292.54,4569,73,EU-West,53,0.8013,222.93,0.7869,2,0,True,2025-12-22T23:57:12.329990
0xba9725c14a3c56242e3bc1706630f253f07510d9,2223.45,4067,0,EU-West,16,0.6797,485.55,0.6294,0,0,True,2026-01-28T23:57:12.329990
0xbae621be19ba79f3d0d26a2bdae504809d2a2287,27779.07,1565,121,,58,0.8764,99.48,0.85,0,0,False,2025-12-17T23:57:12.329990
0xe79c61429d4f1f2708014f84b8bacc4ceb643d3c,7219.26,4070,67,EU-Central,46,0.9639,42.87,0.99,0,0,False,2025-12-29T23:57:12.329990
0x89341303288e102614ca7ffb1ee0005fafcc46db,7203.81,339,72,,82,0.7629,3535.39,0.7024,0,0,True,2025-11-23T23:57:12.329990
0x2ec8ffefd50b524de5dc4c8696a0d59b1129edc0,4519.6,2264,0,US-East,68,0.8496,304.79,0.7,0,0,True,2025-12-07T23:57:12.329990
0x0aed37de4ef9dface8cd38bd4b420e466e02406d,990.8,3835,0,South-America,12,0.9667,100.34,0.9657,0,0,False,2026-02-01T23:57:12.329990
0x5071237be203a2a6ebec38695a4c8aa425c75549,6392.01,122,0,EU-West,53,0.897,183.2,0.7,1,0,False,2025-12-22T23:57:12.329990
0xb022c8f8742088306b5ab450edeb006dda3b5974,7406.38,437,15,US-East,56,0.8177,318.04,0.8742,0,0,False,2025-12-19T23:57:12.329990
0xebaedfce9071657c7a7d605dbaa8f79b1063b03c,14052.01,933,176,US-West,14,0.7097,579.73,0.5829,1,0,True,2026-01-30T23:57:12.329990
0x63b46bf2a32a510a7fcad6bdd5ff2428c2ccfcf6,16333.2,453,249,EU-West,7,0.9147,299.7,0.8032,0,0,False,2026-02-06T23:57:12.329990
0x8c42333e32e38fab876c86a9e9108862b466c944,3840.95,2133,10,EU-West,26,0.8402,292.26,0.7,2,0,True,2026-01-18T23:57:12.329990
0x36626353b6ef407e80b15a94173161bc30190a28,2064.39,4641,0,US-East,6,0.9237,148.89,0.85,1,0,False,2026-02-07T23:57:12.329990
0x7d7727e62984290dcad80a044ea498925e1abd3e,12317.16,173,41,EU-Central,29,0.934,55.1,0.9,0,0,False,2026-01-15T23:57:12.329990
0xf1cce6fcd31539f4ed9e5cd9578055f473ab4239,41516.92,2681,0,US-East,81,0.6188,524.72,0.5693,0,0,False,2025-11-24T23:57:12.329990
0xc626a65a82fb61bbbcdec204446a07e61169da75,1704.82,1088,82,Asia-Pacific,80,0.8045,211.27,0.9,0,0,False,2025-11-25T23:57:12.329990
0x3e9290f68a573a32ff56b6b8c1fcf68efd6f89cb,6085.12,2017,0,South-America,88,0.8054,286.28,0.9,0,0,True,2025-11-17T23:57:12.329990
0x7a52064b85737558a5d84219515ee83e545aedcb,3251.05,344,39,,48,0.8849,316.5,0.9,1,0,True,2025-12-27T23:57:12.329990
0x8cbe677908dda9da8a01af4558419bba7ec1fb4b,14819.5,4113,0,EU-West,32,0.8766,235.86,0.9,0,0,False,2026-01-12T23:57:12.329990
0x36ad1b706ce7d420ee3fc96766fd86149ffd6f60,4345.55,3107,172,US-East,25,0.9727,44.95,0.9346,1,0,False,2026-01-19T23:57:12.329990
0x45e67614f969ac1be0b16e3680441bbc918551e0,500,1858,92,EU-West,47,0.808,999.82,0.7,0,0,True,2025-12-28T23:57:12.329990
0x2d11d118bfa006c2f0e3f8bfccb9fd813fec9af5,5955.82,2802,59,EU-West,68,0.7218,249.33,0.9,0,0,False,2025-12-07T23:57:12.329990
0xb591342091ba51addc249e5caeba512b599e0c74,31500.95,1505,0,EU-Central,86,0.8157,179.33,0.7211,0,0,False,2025-11-19T23:57:12.329990
0xaf46d94d0a6baaa1ff26f5b99607234286ff496c,500,2924,0,EU-West,3,0.8572,320.4,0.9,0,0,False,2026-02-10T23:57:12.329990
0x7222a58cf31297bbb5aa55c99fa625a133552e43,6096.08,3504,53,EU-West,58,0.9422,498.25,0.9,0,0,False,2025-12-17T23:57:12.329990
0x7914a0e72b0d738ad62e4ecdd1d81a2f0c12fad1,3716.2,1108,195,US-West,56,0.6537,2262.32,0.8,1,0,True,2025-12-19T23:57:12.329990
0x234a71b98aa29b22763c9571f0b54a5c13eb3eb4,1377.07,1345,123,EU-West,66,0.691,9201.59,0.6687,0,0,False,2025-12-09T23:57:12.329990
0xf1a912c016299f52a1bc036733354a9cd59c4302,7754.08,4984,0,Asia-Pacific,35,0.6744,595.35,0.5638,0,0,True,2026-01-09T23:57:12.329990
0xbd0c9b2ffb10cb4e0ab0535a804b82933f8c8923,2052.81,4096,64,South-America,35,0.6528,394.52,0.7684,1,0,True,2026-01-09T23:57:12.329990
0xcdf445fb765f50ea72b24ab15aa7ab19bf5bd622,6176.8,1143,31,EU-Central,84,0.861,197.35,0.715,0,0,False,2025-11-21T23:57:12.329990
0x2a87bba7c4c3ae6973a8ef9b070a52bed99faff9,16857.32,2934,0,US-West,14,0.8626,246.69,0.7506,1,0,False,2026-01-30T23:57:12.329990
0xc3063db6d726953e01672138a8788baa64a346cf,2137.11,851,8,EU-West,58,0.8042,280.24,0.846,1,0,False,2025-12-17T23:57:12.329990
0x298e0cfb05ee9df5122381b52a90893ee450bf0f,7201.69,1777,39,EU-West,79,0.5912,316.94,0.6725,0,0,True,2025-11-26T23:57:12.329990
0x851dde9ec16c59f9247dd6982ef5078b64272677,1147.76,795,0,Asia-Pacific,51,0.8476,246.97,0.8638,0,0,False,2025-12-24T23:57:12.329990
0x6a42e795a7dce045054209775141760278ada73f,500,2705,0,US-East,44,0.7137,317.49,0.6417,1,0,True,2025-12-31T23:57:12.329990
0x5854d14cfd4440c2695482607516838a09931e98,2402.16,3574,40,US-West,36,0.892,206.76,0.9,0,0,False,2026-01-08T23:57:12.329990
0x41aefdf1f31c201519f2c469fe0e4e8ae33d736b,1159.03,2828,0,US-East,72,0.9514,98.74,0.85,0,0,False,2025-12-03T23:57:12.329990
0x53bf071b72cf0194b0d80e0dd0acb736c07b3a36,3001.52,3614,0,EU-West,60,0.9317,792.36,0.8616,0,0,False,2025-12-15T23:57:12.329990
0xeafbfd05ee88b37104633c448df96a764e8651a2,3276.87,2618,118,EU-Central,61,0.8718,312.56,0.9,0,0,False,2025-12-14T23:57:12.329990
0x8db9bf230986eec57be13eaff4462ee767f7021e,100000,1496,66,South-America,24,0.6723,314.58,0.5,2,0,True,2026-01-20T23:57:12.329990
0xd2571c8474d4d8cb05f41aedb94b27ee231bfc5f,966.96,2205,53,US-West,8,0.5226,485.02,0.5,3,1,True,2026-02-05T23:57:12.329990
0xdb0c5a86780441fc4fbe9cec6e03fdff248dad74,3575.62,454,43,EU-West,84,0.7889,307.98,0.7434,1,0,False,2025-11-21T23:57:12.329990
0xe824d280e73527b3866bbe0c3b870fbd4f4bda11,18479.03,3800,84,US-West,81,0.8476,220.23,0.9,1,0,False,2025-11-24T23:57:12.329990
0xfad7754b14d067c13825b16c4b5cc06919aeeb04,3020.37,1509,82,US-West,29,0.7858,225.38,0.889,0,0,False,2026-01-15T23:57:12.329990
0xab57798a653ee47f4b1999363aa661fca3881bfd,758.78,4905,73,EU-Central,7,0.8735,223.95,0.7767,0,0,False,2026-02-06T23:57:12.329990
0x0b96ba8eb9c367d8ca721efb28d0ed9799ff9fd1,99807.39,789,0,US-East,1,0.9136,2210.42,0.7,0,0,False,2026-02-12T23:57:12.329990
0xb8854d9714a7125c6860f79c3d1bd34cc04b5449,2046.66,3450,57,South-America,36,0.8859,276.38,0.7,0,0,False,2026-01-08T23:57:12.329990
0x04d3bfc94dcae592802634ce558d56dbd7bc5d65,2246.28,1068,52,Asia-Pacific,50,0.9249,121.36,0.85,0,0,False,2025-12-25T23:57:12.329990
0xd1c434a720b5ea0a43f74179a07758cc992c9a50,2581.43,465,211,US-East,25,0.7961,288.72,0.7876,0,0,False,2026-01-19T23:57:12.329990
0xc5a3cc08eef8ebfd5e05b641a571090f1a79f2ef,912.7,5220,60,US-East,50,0.8455,177.57,0.9,1,0,False,2025-12-25T23:57:12.329990
0xbcc10260cc24b42b357da043318002476c96699f,1732.31,471,68,EU-West,37,0.8473,252.6,0.9,1,0,False,2026-01-07T23:57:12.329990
0x7191744594f54b0b528360de5cb4f7bcd6e340ca,17435.4,523,20,EU-West,71,0.9959,48.79,0.99,0,0,False,2025-12-04T23:57:12.329990
0x753792ecc0d4d642f87bf201b4d0fe614d3caded,11126.74,4328,0,EU-West,90,0.8269,208.41,0.7,1,0,True,2025-11-15T23:57:12.329990
0xc025676c4d5140bc3cede9b1f52247baf90d1bf0,1246.39,2962,137,EU-West,58,0.672,301.74,0.7111,1,0,False,2025-12-17T23:57:12.329990
0x9804c15a1f7f92f0ddff89f24d192aa5a6b321a8,9998.22,555,0,US-East,38,0.7314,252.01,0.9,0,0,False,2026-01-06T23:57:12.329990
0x3db867c20476522e527d3727674aee04444f55c1,1391.8,1513,124,EU-Central,70,0.8933,294.18,0.9,0,0,True,2025-12-05T23:57:12.329990
0x7de70185c77062f73aa09a2e0d63c119182f6fb0,1027.77,4472,98,EU-Central,86,0.9424,117.62,0.85,0,0,False,2025-11-19T23:57:12.329990
0x66aec98ff0307d6724823586a3dd784ee778da1f,2479.55,181,31,US-West,82,0.9165,197.62,0.7,1,0,False,2025-11-23T23:57:12.329990
0xa0a56b866e92e96d23959447d2d3f8f9170d7537,9853.91,2600,66,EU-West,27,0.6335,369.92,0.745,0,0,False,2026-01-17T23:57:12.329990
0x33a79167613f2e7cfb8bc582802d0ba8d2e9eab4,7490.11,2258,0,US-West,86,0.8654,198.55,0.7,1,0,False,2025-11-19T23:57:12.329990
0x7f0c5bef8cffa9e3db6b7bff09fba91f3c1c4e40,19469.3,266,0,US-East,20,0.8783,309.43,0.8635,0,0,False,2026-01-24T23:57:12.329990
0xfc5dc444d52e34028173ac71edb974e72dd251db,34119.24,978,83,Asia-Pacific,59,0.648,518.21,0.5559,0,0,True,2025-12-16T23:57:12.329990
0xa078a0be795863cf6ad6c296a1adfc4b20db8d21,11615.95,4427,50,Asia-Pacific,15,0.6371,549.21,0.6253,2,0,True,2026-01-29T23:57:12.329990
0x8e786b53cec624c67980aad83bf3180d0c613f3c,30630.43,3505,0,US-East,63,0.8811,230.29,0.7,0,0,False,2025-12-12T23:57:12.329990
0x8c8a55a86aa1bad879d096e71be011c5be270162,3069.93,1199,0,Asia-Pacific,34,0.9151,116.3,0.97,0,0,False,2026-01-10T23:57:12.329990
0x605563f0bfd80cfd837db058ff9c678ac022d00b,13888.75,3871,15,US-West,14,0.8205,265.47,0.8436,0,0,False,2026-01-30T23:57:12.329990
0xb200253d6adda20f03ecdee7d23688d79738f9d9,2352.48,1349,0,EU-Central,48,0.876,97.78,0.85,1,0,False,2025-12-27T23:57:12.329990
0x53926705cda3cb9b192405f39aafc7dc77675bb8,17263.41,429,53,,73,0.9615,148.96,0.97,0,0,False,2025-12-02T23:57:12.329990
0xe43125e1aba371e6eb13c91d9bc44a3b32a7c245,763.83,493,22,Asia-Pacific,61,0.8148,526.76,0.7456,1,0,False,2025-12-14T23:57:12.329990
0x7a261c60fd2ad61fb61550f878d8672e1c385dd2,94939.32,132,0,US-East,27,0.9734,116.97,0.97,0,0,False,2026-01-17T23:57:12.329990
0x9da50a63917c87c81c92bfa306a884f1e7a65ca7,2701.93,4711,94,Asia-Pacific,8,1.0,41.18,0.9232,0,0,False,2026-02-05T23:57:12.329990
0xa33ef0b8f1b1b5f45264ba4611e1c667f3d5d542,508.02,2293,0,US-West,88,0.737,418.16,0.794,0,0,False,2025-11-17T23:57:12.329990
0x01de388f1433a3e16143ce525780916f902982d3,4657.97,1602,57,US-West,79,0.942,140.55,0.9305,0,0,False,2025-11-26T23:57:12.329990
0xaea00f15ee4059ec455d13d3b7963e631b7d1960,1899.81,324,68,,1,0.8141,331.22,0.9,0,0,False,2026-02-12T23:57:12.329990
0x0faf05f8b4e4751cf7856e252160d044f36efdc0,46021.79,1630,87,South-America,38,0.8556,296.5,0.9,1,0,True,2026-01-06T23:57:12.329990
0x7d4ca9e7233537340f843a1a0b4ae860cde676b6,500,4468,88,US-West,25,0.795,3183.93,0.8983,0,0,True,2026-01-19T23:57:12.329990
0x6ad35642d050d9330b02d4d8dad67b9815eb6d04,22413.86,4055,94,EU-West,49,0.606,542.49,0.6491,2,0,True,2025-12-26T23:57:12.329990
0xc457509daa8a9f295e2200f4f4a53ce94c8dfb73,2653.05,3269,76,Asia-Pacific,66,0.7319,439.05,0.8,0,0,False,2025-12-09T23:57:12.329990
0x1eb7c2113bc9838545a0def7453d75325fb63d5e,22025.84,2219,0,South-America,62,0.7948,300.31,0.7045,0,0,False,2025-12-13T23:57:12.329990
0x93329fcdd8318ecbd8878e0b2f45ff9b05de8cd7,2088.34,4881,88,Asia-Pacific,63,0.9137,104.54,0.97,0,0,False,2025-12-12T23:57:12.329990
0xce980ef6bd1f9203d486880c95ca608d4c1aa146,500,2113,38,US-East,22,0.9078,125.51,0.97,1,0,False,2026-01-22T23:57:12.329990
0x022fb3472123e43240ea968ec2ef32847f2bfff5,22222.06,4705,91,US-West,9,0.7826,299.06,0.8091,0,0,True,2026-02-04T23:57:12.329990
0xeebf2d5196e2dfedd2bf0cb94e0686d373fc32d6,500,1590,240,US-East,50,0.8872,216.55,0.9,0,0,False,2025-12-25T23:57:12.329990
0xff77abb97564b9e5120fcc0dfbb47554509559d4,6048.6,2487,55,US-East,6,0.7,271.91,0.8294,0,0,False,2026-02-07T23:57:12.329990
0xee1a1acd5eb020dff903ad692b2be6484fcb1d15,67760.69,1018,0,EU-Central,67,0.8491,190.53,0.7,0,0,False,2025-12-08T23:57:12.329990
0xf3c8f06e0f000395918276cb5cc4ea4897305d96,500,2398,64,EU-Central,52,0.8167,327.57,0.5,1,0,False,2025-12-23T23:57:12.329990
0x2afd62bf0d33e6aec81d147a87abdf21abc81759,1664.62,2300,18,US-East,13,0.8414,306.92,0.7052,0,0,False,2026-01-31T23:57:12.329990
0xa327b5c02c03ee79042d32a049b3043f9df5065e,13850.99,520,0,EU-West,69,0.9579,107.44,0.97,0,0,False,2025-12-06T23:57:12.329990
0xd7497440f472dc80218686698ab27cdec9fc6919,5604.64,3488,45,,33,0.8226,257.22,0.815,1,0,False,2026-01-11T23:57:12.329990
0x7c596e5102657982318e0ff773d7a43d3ac492a8,2811.24,511,34,EU-West,1,0.9206,115.87,0.97,0,0,False,2026-02-12T23:57:12.329990
0x9dfeeb21c5b89113403bd5013e9218b951765ca4,100000,1947,0,Asia-Pacific,44,0.945,57.31,0.99,0,0,False,2025-12-31T23:57:12.329990
0x29eba21f95ce1c6dc4e9efd97715b5397c92617a,3707.38,1384,80,South-America,34,0.9491,53.76,0.9899,1,0,False,2026-01-10T23:57:12.329990
0x31337a3fc0ad7c54669f02084337babd0454aa4b,559.07,4806,0,EU-West,9,0.6583,419.41,0.5947,1,0,True,2026-02-04T23:57:12.329990
0x2ab8921ba5dbbb2ad48049ca371d5481b8073f07,6533.3,1124,0,EU-Central,37,0.8881,220.8,0.9,1,0,False,2026-01-07T23:57:12.329990
0x4dfed2b5e552dce7fd062793c058e2055c194fc5,8005.83,2189,0,EU-West,81,0.691,443.68,0.5,1,0,True,2025-11-24T23:57:12.329990
0x43dd876b8540c0d9d86a07d2f1cdc04dd746ef76,5513.71,557,18,EU-Central,27,0.7871,234.54,0.9,0,0,False,2026-01-17T23:57:12.329990
0x11c555341d57bd3f3c5f47856accb88a7fa3e40c,100000,5408,0,South-America,72,0.8808,1979.22,0.97,0,0,False,2025-12-03T23:57:12.329990
0x878108160a03b6002834254b4286f0fadc5bc164,10117.81,3618,0,US-West,80,0.9147,284.78,0.8408,0,0,False,2025-11-25T23:57:12.329990
0x604862bc55deed4276afe270f5c0a82ccf9c3310,3100.12,2981,198,US-East,29,0.7955,257.13,0.7535,0,0,False,2026-01-15T23:57:12.329990
0x34f2b31045ccf3d4158d091815b4be8e79010231,53432.76,3891,0,EU-West,33,0.9153,259.44,0.7901,0,0,False,2026-01-11T23:57:12.329990
